"property_id","pred_tree"
"649cca8c83352caf7442f20a",1135906789.07194
"fc8836e71725949c5f3fa7f7",966159740.077061
"4f431d80287051ca323f2c08",828007512.365352
"42defcc69fa22e4c858f3c24",1067010199.78957
"291a2f9022933c9d81311e81",1067010199.78957
"d48a061a2040d851937413aa",1067010199.78957
"55d2ad80322427ee3426dceb",576790017.536058
"8c41bfacbc1a6ab831b26fa8",1067010199.78957
"c7214222fefdd8d2ad7f8f8f",1135906789.07194
"b3d9a095c9c73004643c9e78",1067010199.78957
"d49aeae19e13909e75dda2b6",1067010199.78957
"dd10dcc52d2549df85f2a8ec",830826968.547471
"6732b448d2e4f32679f235ad",1135906789.07194
"f08a5c2992cfee4c0910f68c",1067010199.78957
"e3a62f080c25f404ca995e06",1067010199.78957
"7634d584c3042533942e2dc0",820807831.521663
"ae58dee872922a9c678dbfcc",792165054.995638
"5ec01e911785dbd5b49b166c",649142857.850406
"9bc12d9c9ad95064412c3413",1135906789.07194
"7acdaa0cee1ee62e15f4490b",804875317.220936
"d76d5b14d0acc5295b8057e2",820807831.521663
"32f3364ac1fabdd13db1cfe5",398733140.292713
"8cab957b322f1aba06bae4ad",804875317.220936
"e3dc8b417819e9afe3fc7d0d",804875317.220936
"c71fbecd8f7310c201adbf40",804875317.220936
"54c9bffcdc46819f67e4b3d1",804875317.220936
"4d94a2295f612b96264a0db8",537049674.50326
"874f4a836cb74be301e068cd",828007512.365352
"a18925f908acda4171bfbe36",820807831.521663
"a587c7419568288d68c46feb",1174395127.06902
"19994da77ce4f2db3efe6660",584243270.055947
"9c4dece6127f1f3f3bc1e0f7",398999757.84547
"09c28a830f8093802384071c",584243270.055947
"5766f7cfab59c920081e3046",398999757.84547
"964b7d9de17c1ce396fb83fd",398999757.84547
"44f77a86369d6607753adc09",804875317.220936
"7f25471be85adf0baeb8ebbc",686073852.556605
"6859481703fb0cb34c1e564d",427130287.584116
"7ba0c14dce0cb09ef5735d9f",804875317.220936
"62cd6a29e98a5b7a5ad38050",804875317.220936
"9c6d7e6260e4fe83d43706d4",649142857.850406
"5dbcb55dbba823dc31b041f6",804875317.220936
"85abc5c0353c5b678f087824",804875317.220936
"56dd1bc39664f8e9f316851b",1135906789.07194
"b23341faa7307d9d6009c6d8",828007512.365352
"2af941adae2e8dfd66542055",541851718.871746
"268f887f25d416dcd3c0c9c2",828007512.365352
"9ddc7272fe43f07035d3da63",966159740.077061
"4002635ca8b087877ad22d5b",792165054.995638
"b515b1caa608ff42574e5a06",804875317.220936
"710542343cece039a279dbee",828007512.365352
"187a143dbd6d4bd81d6d9c32",398999757.84547
"26db92c003c8e67d92d88aaf",1135906789.07194
"641ac8f4f60ae2b9cf6add93",1135906789.07194
"784714647351cb6745c867b1",828007512.365352
"5fcf1e2ab4edf13ec844decf",1135906789.07194
"2575d932e98c421bbb38b267",804875317.220936
"af9d2f5f62bf74a7fa9c74f4",1067010199.78957
"4db8d529af9f718e6d81a85d",398733140.292713
"9a3368605e5f563e29182f3b",398999757.84547
"5ff696d8369101b6dc60e2ed",584243270.055947
"95ade3ab8dc04237acd6441a",584243270.055947
"607ed21e896eb5ffb50d5ead",584243270.055947
"40d9a852bbed67a6036c6d8b",804875317.220936
"97badba651a94721af5df3f0",804875317.220936
"b2f089146c30929c4836f0fb",804875317.220936
"936307e2f478c3ff7b9652e3",804875317.220936
"b6d5cb459999de084965e993",804875317.220936
"aeb66f808982c6308d891f55",804875317.220936
"cf8418c60f4e54dfa09b1e6e",686073852.556605
"1dcf71e8fbfef2c6534576df",804875317.220936
"c78b16f05ef58855da0d4f2f",804875317.220936
"19ecf1fc86396ada203c2a19",686073852.556605
"985fc7ab5aabf1831ce3d298",828007512.365352
"8aaeae6bcfcee5ad928ce28d",1135906789.07194
"1a93cae134c79a43b13ce656",966159740.077061
"ffad647e8ee35eaea6378fb6",828007512.365352
"c21a3eaa136ef8a912ce7b74",576790017.536058
"fabe0f299a4e4bc6f51d54b9",828007512.365352
"5af99278b1091dca9b0b0332",1135906789.07194
"3f0c845deec1c24472a35efd",966159740.077061
"c10f25fd39dd36287a6cde73",966159740.077061
"f37d31c512866b575780c4b7",1067010199.78957
"5d34f871e5a5cb3a655a0b13",828007512.365352
"95bb852a958d7b16fd676e3c",1135906789.07194
"24857a7a80d5f13a52eeb054",680648699.758834
"f9796e9d13fe1becef435e54",1191884503.9972
"1c2739878e452a340a4e8972",820807831.521663
"698f3f1929a2dbbc69865b65",1135906789.07194
"bc230105784ca8640e499ca2",584243270.055947
"622fdba953206a65224f2c82",398999757.84547
"6765fc17d98c08142d3d7757",1067010199.78957
"6f35fcba4ffd6a58bce85892",407488741.958834
"d8654c08e95b39e3b4891cd9",828007512.365352
"33305df46dc2186c7e3f727e",966159740.077061
"0cec193a20d720af010383b1",804875317.220936
"734efe04fa6b326ae1d072e8",387273926.201338
"69190139558b2ef3eface18d",407488741.958834
"bb084299ad23f245d7cc5b69",427130287.584116
"d4c7b3372d70b898b167b92a",828007512.365352
"4a119b1bbf04b4bd6051c5b1",804875317.220936
"f844345b6224bc76bc3c6f91",427130287.584116
"052505ca8210e5e651fc0b63",686073852.556605
"5731cdf8cac0b8371d786c90",1135906789.07194
"594d8d78af90086bf8cdf09c",1135906789.07194
"fcaddcc78938f3a234dd2d3f",398999757.84547
"1574958978c9b5d23d9521b5",686073852.556605
"55902baa0ece72e2e8c869d6",804875317.220936
"46161effff173111bb6c3a32",966159740.077061
"b3fcd9cbfd485e4e1da6c89c",398999757.84547
"213ddc1761cd6b018349786a",686073852.556605
"be3b1df5f008636e14bec3fe",1135906789.07194
"dd27922be5b6f730f8b4e058",387273926.201338
"cd2aeb1b2649ef421102def7",828007512.365352
"a226b4af016a772dc7e39ac8",1135906789.07194
"dcef5b332fd31d0ed8d754f3",584243270.055947
"481492907baba4574d4a6f35",966159740.077061
"10e5e54ab66b58b3f41ec381",686073852.556605
"d48866a153ea0fd23a858cd6",584243270.055947
"d273a2075d28e343a657d9de",820807831.521663
"90a711f776d53cf654614649",1135906789.07194
"f87c76eb5071c5b309e3ac3a",387273926.201338
"74df03749e60c216a3e1292f",427130287.584116
"03a84af05df0f577e09d60c1",804875317.220936
"78682041182f01ee4db04e8e",966159740.077061
"25c76b5a1da0c2d8158b3732",1135906789.07194
"af8f09175265e1546200ff86",804875317.220936
"c8d4ffb290aa9cea002e8d67",427130287.584116
"cb89ad8156c3428ac80a4db3",427130287.584116
"7602cb1e6fef087d8ee81aac",1210875941.3474
"00c75d59ed4777481a50cbd3",649142857.850406
"fd36cffb856c2a14982a5fa9",569094583.023605
"06ccfa37fa6b011ac38422de",584243270.055947
"257b533b6a66b40d0f097c55",804875317.220936
"736eef4bb36681acbcc3c41b",649142857.850406
"e1a4437b17f7bec650d8cd97",686073852.556605
"ecabfcb8ce9bb47ec3089c7e",686073852.556605
"a5a46af0c9fb5c0a03855660",1135906789.07194
"920b50f4355cd2674ceee068",1135906789.07194
"410e5af026805ec8088f2e71",1135906789.07194
"efa0c01632d13ab59f629ab1",686073852.556605
"5965d19a68a8414b0419bc68",1135906789.07194
"64955a117f2d9264eb59fa82",1135906789.07194
"8cd46b5c9cbd056d3712f155",1135906789.07194
"65f736c3fee3d14c31a57d1f",1135906789.07194
"66e9c614882d58c022de7a2c",1135906789.07194
"8c787c1e6161b18601e6d7de",398999757.84547
"29a115ba5b198689fce5f93b",398733140.292713
"de8ee990e70c8e5ad167dc89",804875317.220936
"0b65098a19c2fc1caa6577ed",966159740.077061
"70ea0403b722a1dae1ff9b18",828007512.365352
"5c77e242474e477513b60ad8",398999757.84547
"1655a92b20740a11a5889519",398999757.84547
"1709b1446b20b21482dd2d36",1135906789.07194
"e5dba7fa0cfb81488b0c331e",569094583.023605
"d09dc3a3270073e5f1cb353c",804875317.220936
"368e740cb71b9175fe5b7b6a",966159740.077061
"b8a8ad4c0215077d3e5aa472",1135906789.07194
"1f4a78e094987ce29f054fb8",398999757.84547
